ts,bid.curr.mth,target.7sec,baseline,R01_bid.curr.mth,R01_target.7sec
2015-07-01 11:29,82000,82100,81400,600,700
2015-07-01 11:29,82000,82100,81400,600,700
2015-07-01 11:29,82000,82100,81400,600,700
2015-07-01 11:29,82000,82200,81400,600,800
2015-07-01 11:29,82000,82200,81400,600,800
2015-07-01 11:29,82000,82300,81400,600,900
2015-07-01 11:29,82000,82300,81400,600,900
2015-07-01 11:29,82100,82300,81400,700,900
2015-07-01 11:29,82100,82400,81400,700,1000
2015-07-01 11:29,82100,82400,81400,700,1000
2015-07-01 11:29,82200,82500,81400,800,1100
2015-07-01 11:29,82200,82500,81400,800,1100
2015-07-01 11:29,82300,82500,81400,900,1100
2015-07-01 11:29,82300,82600,81400,900,1200
2015-07-01 11:29,82300,82600,81400,900,1200
2015-07-01 11:29,82400,82600,81400,1000,1200
2015-07-01 11:29,82400,82700,81400,1000,1300
2015-07-01 11:29,82500,82800,81400,1100,1400
2015-07-01 11:29,82500,82800,81400,1100,1400
2015-07-01 11:29,82500,82800,81400,1100,1400
2015-07-01 11:29,82600,82900,81400,1200,1500
2015-07-01 11:29,82600,83000,81400,1200,1600
2015-07-01 11:29,82600,83000,81400,1200,1600
2015-07-01 11:29,82700,83000,81400,1300,1600
2015-07-01 11:29,82800,83000,81400,1400,1600
2015-07-01 11:29,82800,83100,81400,1400,1700
2015-07-01 11:29,82800,83100,81400,1400,1700
2015-08-01 11:29,81100,81100,81100,0,0
2015-08-01 11:29,81100,81100,81100,0,0
2015-08-01 11:29,81100,81100,81100,0,0
2015-08-01 11:29,81100,81100,81100,0,0
2015-08-01 11:29,81100,81200,81100,0,100
2015-08-01 11:29,81100,81200,81100,0,100
2015-08-01 11:29,81100,81200,81100,0,100
2015-08-01 11:29,81100,81300,81100,0,200
2015-08-01 11:29,81100,81300,81100,0,200
2015-08-01 11:29,81100,81300,81100,0,200
2015-08-01 11:29,81100,81400,81100,0,300
2015-08-01 11:29,81200,81400,81100,100,300
2015-08-01 11:29,81200,81400,81100,100,300
2015-08-01 11:29,81200,81400,81100,100,300
2015-08-01 11:29,81300,81400,81100,200,300
2015-08-01 11:29,81300,81400,81100,200,300
2015-08-01 11:29,81300,81400,81100,200,300
2015-08-01 11:29,81400,81400,81100,300,300
2015-08-01 11:29,81400,81400,81100,300,300
2015-08-01 11:29,81400,81400,81100,300,300
2015-08-01 11:29,81400,81400,81100,300,300
2015-08-01 11:29,81400,81500,81100,300,400
2015-08-01 11:29,81400,81500,81100,300,400
2015-08-01 11:29,81400,81500,81100,300,400
2015-08-01 11:29,81400,81500,81100,300,400
2015-08-01 11:29,81400,81600,81100,300,500
2015-08-01 11:29,81400,81600,81100,300,500
2015-08-01 11:29,81400,81600,81100,300,500
2015-08-01 11:29,81500,81700,81100,400,600
2015-08-01 11:29,81500,81700,81100,400,600
2015-08-01 11:29,81500,81700,81100,400,600
2015-08-01 11:29,81500,81700,81100,400,600
2015-08-01 11:29,81600,81800,81100,500,700
2015-08-01 11:29,81600,81800,81100,500,700
2015-08-01 11:29,81600,81800,81100,500,700
2015-08-01 11:29,81700,81800,81100,600,700
2015-08-01 11:29,81700,81900,81100,600,800
2015-08-01 11:29,81700,81900,81100,600,800
2015-08-01 11:29,81700,81900,81100,600,800
2015-08-01 11:29,81800,82000,81100,700,900
2015-08-01 11:29,81800,82000,81100,700,900
2015-08-01 11:29,81800,82000,81100,700,900
2015-08-01 11:29,81800,82000,81100,700,900
2015-08-01 11:29,81900,82100,81100,800,1000
2015-08-01 11:29,81900,82100,81100,800,1000
2015-08-01 11:29,81900,82200,81100,800,1100
2015-08-01 11:29,82000,82200,81100,900,1100
2015-08-01 11:29,82000,82300,81100,900,1200
2015-08-01 11:29,82000,82400,81100,900,1300
2015-08-01 11:29,82000,82500,81100,900,1400
2015-08-01 11:29,82100,82500,81100,1000,1400
2015-08-01 11:29,82100,82500,81100,1000,1400
2015-08-01 11:29,82200,82600,81100,1100,1500
2015-08-01 11:29,82200,82600,81100,1100,1500
2015-09-01 11:29,80800,81000,80800,0,200
2015-09-01 11:29,80800,81000,80800,0,200
2015-09-01 11:29,80800,81000,80800,0,200
2015-09-01 11:29,80900,81100,80800,100,300
2015-09-01 11:29,80900,81100,80800,100,300
2015-09-01 11:29,80900,81100,80800,100,300
2015-09-01 11:29,80900,81100,80800,100,300
2015-09-01 11:29,81000,81100,80800,200,300
2015-09-01 11:29,81000,81100,80800,200,300
2015-09-01 11:29,81000,81100,80800,200,300
2015-09-01 11:29,81100,81100,80800,300,300
2015-09-01 11:29,81100,81100,80800,300,300
2015-09-01 11:29,81100,81100,80800,300,300
2015-09-01 11:29,81100,81100,80800,300,300
2015-09-01 11:29,81100,81100,80800,300,300
2015-09-01 11:29,81100,81100,80800,300,300
2015-09-01 11:29,81100,81100,80800,300,300
2015-09-01 11:29,81100,81100,80800,300,300
2015-09-01 11:29,81100,81100,80800,300,300
2015-09-01 11:29,81100,81100,80800,300,300
2015-09-01 11:29,81100,81100,80800,300,300
2015-09-01 11:29,81100,81100,80800,300,300
2015-09-01 11:29,81100,81200,80800,300,400
2015-09-01 11:29,81100,81200,80800,300,400
2015-09-01 11:29,81100,81200,80800,300,400
2015-09-01 11:29,81100,81300,80800,300,500
2015-09-01 11:29,81100,81300,80800,300,500
2015-09-01 11:29,81100,81400,80800,300,600
2015-09-01 11:29,81100,81400,80800,300,600
2015-09-01 11:29,81200,81400,80800,400,600
2015-09-01 11:29,81200,81400,80800,400,600
2015-09-01 11:29,81200,81400,80800,400,600
2015-09-01 11:29,81300,81400,80800,500,600
2015-09-01 11:29,81300,81400,80800,500,600
2015-09-01 11:29,81400,81400,80800,600,600
2015-09-01 11:29,81400,81400,80800,600,600
2015-09-01 11:29,81400,81400,80800,600,600
2015-09-01 11:29,81400,81500,80800,600,700
2015-09-01 11:29,81400,81500,80800,600,700
2015-09-01 11:29,81400,81500,80800,600,700
2015-09-01 11:29,81400,81500,80800,600,700
2015-09-01 11:29,81400,81600,80800,600,800
2015-09-01 11:29,81400,81600,80800,600,800
2015-09-01 11:29,81400,81700,80800,600,900
2015-09-01 11:29,81500,81700,80800,700,900
2015-09-01 11:29,81500,81700,80800,700,900
2015-09-01 11:29,81500,81800,80800,700,1000
2015-09-01 11:29,81500,81800,80800,700,1000
2015-09-01 11:29,81600,81800,80800,800,1000
2015-09-01 11:29,81600,81900,80800,800,1100
2015-09-01 11:29,81700,82000,80800,900,1200
2015-09-01 11:29,81700,82000,80800,900,1200
2015-09-01 11:29,81700,82000,80800,900,1200
2015-09-01 11:29,81800,82100,80800,1000,1300
2015-10-01 11:29,83800,83800,83800,0,0
2015-10-01 11:29,83800,83800,83800,0,0
2015-10-01 11:29,83800,83900,83800,0,100
2015-10-01 11:29,83800,83900,83800,0,100
2015-10-01 11:29,83800,83900,83800,0,100
2015-10-01 11:29,83800,84000,83800,0,200
2015-10-01 11:29,83800,84000,83800,0,200
2015-10-01 11:29,83800,84000,83800,0,200
2015-10-01 11:29,83800,84000,83800,0,200
2015-10-01 11:29,83900,84000,83800,100,200
2015-10-01 11:29,83900,84100,83800,100,300
2015-10-01 11:29,83900,84100,83800,100,300
2015-10-01 11:29,84000,84100,83800,200,300
2015-10-01 11:29,84000,84100,83800,200,300
2015-10-01 11:29,84000,84100,83800,200,300
2015-10-01 11:29,84000,84100,83800,200,300
2015-10-01 11:29,84000,84100,83800,200,300
2015-10-01 11:29,84100,84100,83800,300,300
2015-10-01 11:29,84100,84100,83800,300,300
2015-10-01 11:29,84100,84100,83800,300,300
2015-10-01 11:29,84100,84100,83800,300,300
2015-10-01 11:29,84100,84100,83800,300,300
2015-10-01 11:29,84100,84100,83800,300,300
2015-10-01 11:29,84100,84200,83800,300,400
2015-10-01 11:29,84100,84200,83800,300,400
2015-10-01 11:29,84100,84200,83800,300,400
2015-10-01 11:29,84100,84300,83800,300,500
2015-10-01 11:29,84100,84300,83800,300,500
2015-10-01 11:29,84100,84300,83800,300,500
2015-10-01 11:29,84100,84400,83800,300,600
2015-10-01 11:29,84200,84400,83800,400,600
2015-10-01 11:29,84200,84400,83800,400,600
2015-10-01 11:29,84200,84400,83800,400,600
2015-10-01 11:29,84300,84500,83800,500,700
2015-10-01 11:29,84300,84500,83800,500,700
