ts,R01_bid.curr.mth,R01_target.7sec
2015-07-01 11:29:00,81400,81600
2015-07-01 11:29:00,81400,81600
2015-07-01 11:29:00,81400,81600
2015-07-01 11:29:00,81400,81700
2015-07-01 11:29:00,81500,81700
2015-07-01 11:29:00,81500,81700
2015-07-01 11:29:00,81500,81700
2015-07-01 11:29:00,81600,81700
2015-07-01 11:29:00,81600,81700
2015-07-01 11:29:00,81600,81800
2015-07-01 11:29:00,81700,81800
2015-07-01 11:29:00,81700,81800
2015-07-01 11:29:00,81700,81800
2015-07-01 11:29:00,81700,81900
2015-07-01 11:29:00,81700,81900
2015-07-01 11:29:00,81700,82000
2015-07-01 11:29:00,81800,82000
2015-07-01 11:29:00,81800,82000
2015-07-01 11:29:00,81800,82000
2015-07-01 11:29:00,81800,82000
2015-07-01 11:29:00,81900,82000
2015-07-01 11:29:00,81900,82000
2015-07-01 11:29:00,82000,82100
2015-07-01 11:29:00,82000,82100
2015-07-01 11:29:00,82000,82100
2015-07-01 11:29:00,82000,82200
2015-07-01 11:29:00,82000,82200
2015-07-01 11:29:00,82000,82300
2015-07-01 11:29:00,82000,82300
2015-07-01 11:29:00,82100,82300
2015-07-01 11:29:00,82100,82400
2015-07-01 11:29:00,82100,82400
2015-07-01 11:29:00,82200,82500
2015-07-01 11:29:00,82200,82500
2015-07-01 11:29:00,82300,82500
2015-07-01 11:29:00,82300,82600
2015-07-01 11:29:00,82300,82600
2015-07-01 11:29:00,82400,82600
2015-07-01 11:29:00,82400,82700
2015-07-01 11:29:00,82500,82800
2015-07-01 11:29:00,82500,82800
2015-07-01 11:29:00,82500,82800
2015-07-01 11:29:00,82600,82900
2015-07-01 11:29:00,82600,83000
2015-07-01 11:29:00,82600,83000
2015-07-01 11:29:00,82700,83000
2015-07-01 11:29:00,82800,83000
2015-07-01 11:29:00,82800,83100
2015-07-01 11:29:00,82800,83100
2015-08-01 11:29:00,81100,81100
2015-08-01 11:29:00,81100,81100
2015-08-01 11:29:00,81100,81100
2015-08-01 11:29:00,81100,81100
2015-08-01 11:29:00,81100,81200
2015-08-01 11:29:00,81100,81200
2015-08-01 11:29:00,81100,81200
2015-08-01 11:29:00,81100,81300
2015-08-01 11:29:00,81100,81300
2015-08-01 11:29:00,81100,81300
