ts,bid
2015-07-01 11:29,81700
2015-07-01 11:29,81700
2015-07-01 11:29,81700
2015-07-01 11:29,81700
2015-07-01 11:29,81700
2015-07-01 11:29,81700
2015-07-01 11:29,81800
2015-07-01 11:29,81800
2015-07-01 11:29,81800
2015-07-01 11:29,81800
2015-07-01 11:29,81900
2015-07-01 11:29,81900
2015-07-01 11:29,82000
2015-07-01 11:29,82000
2015-07-01 11:29,82000
2015-07-01 11:29,82000
2015-07-01 11:29,82000
2015-07-01 11:29,82000
2015-07-01 11:29,82000
2015-07-01 11:29,82100
2015-07-01 11:29,82100
2015-07-01 11:29,82100
2015-07-01 11:29,82200
2015-07-01 11:29,82200
2015-07-01 11:29,82300
2015-07-01 11:29,82300
2015-07-01 11:29,82300
2015-07-01 11:29,82400
2015-07-01 11:29,82400
2015-07-01 11:29,82500
2015-07-01 11:29,82500
2015-07-01 11:29,82500
2015-07-01 11:29,82600
2015-07-01 11:29,82600
2015-07-01 11:29,82600
2015-07-01 11:29,82700
2015-07-01 11:29,82800
2015-07-01 11:29,82800
2015-07-01 11:29,82800
2015-07-01 11:29,82900
2015-07-01 11:29,83000
2015-07-01 11:29,83000
2015-07-01 11:29,83000
2015-07-01 11:29,83000
2015-07-01 11:29,83100
2015-07-01 11:30,83100
2015-08-01 11:29,81100
2015-08-01 11:29,81100
2015-08-01 11:29,81100
2015-08-01 11:29,81100
2015-08-01 11:29,81100
2015-08-01 11:29,81100
2015-08-01 11:29,81100
2015-08-01 11:29,81100
2015-08-01 11:29,81100
2015-08-01 11:29,81100
2015-08-01 11:29,81100
2015-08-01 11:29,81200
2015-08-01 11:29,81200
2015-08-01 11:29,81200
2015-08-01 11:29,81300
2015-08-01 11:29,81300
2015-08-01 11:29,81300
2015-08-01 11:29,81400
2015-08-01 11:29,81400
2015-08-01 11:29,81400
2015-08-01 11:29,81400
2015-08-01 11:29,81400
2015-08-01 11:29,81400
2015-08-01 11:29,81400
2015-08-01 11:29,81400
2015-08-01 11:29,81400
2015-08-01 11:29,81400
2015-08-01 11:29,81400
2015-08-01 11:29,81500
2015-08-01 11:29,81500
2015-08-01 11:29,81500
2015-08-01 11:29,81500
2015-08-01 11:29,81600
2015-08-01 11:29,81600
2015-08-01 11:29,81600
2015-08-01 11:29,81700
2015-08-01 11:29,81700
2015-08-01 11:29,81700
2015-08-01 11:29,81700
2015-08-01 11:29,81800
2015-08-01 11:29,81800
2015-08-01 11:29,81800
2015-08-01 11:29,81800
2015-08-01 11:29,81900
2015-08-01 11:29,81900
2015-08-01 11:29,81900
2015-08-01 11:29,82000
2015-08-01 11:29,82000
2015-08-01 11:29,82000
2015-08-01 11:29,82000
2015-08-01 11:29,82100
2015-08-01 11:29,82100
2015-08-01 11:29,82200
2015-08-01 11:29,82200
2015-08-01 11:29,82300
2015-08-01 11:29,82400
2015-08-01 11:29,82500
2015-08-01 11:29,82500
2015-08-01 11:29,82500
2015-08-01 11:29,82600
2015-08-01 11:30,82600
2015-09-01 11:29,80800
2015-09-01 11:29,80800
2015-09-01 11:29,80800
2015-09-01 11:29,80900
2015-09-01 11:29,80900
2015-09-01 11:29,80900
2015-09-01 11:29,80900
2015-09-01 11:29,81000
2015-09-01 11:29,81000
2015-09-01 11:29,81000
2015-09-01 11:29,81100
2015-09-01 11:29,81100
2015-09-01 11:29,81100
2015-09-01 11:29,81100
2015-09-01 11:29,81100
2015-09-01 11:29,81100
2015-09-01 11:29,81100
2015-09-01 11:29,81100
2015-09-01 11:29,81100
2015-09-01 11:29,81100
2015-09-01 11:29,81100
2015-09-01 11:29,81100
2015-09-01 11:29,81100
2015-09-01 11:29,81100
2015-09-01 11:29,81100
2015-09-01 11:29,81100
2015-09-01 11:29,81100
2015-09-01 11:29,81100
2015-09-01 11:29,81100
2015-09-01 11:29,81200
2015-09-01 11:29,81200
2015-09-01 11:29,81200
2015-09-01 11:29,81300
2015-09-01 11:29,81300
2015-09-01 11:29,81400
2015-09-01 11:29,81400
2015-09-01 11:29,81400
2015-09-01 11:29,81400
2015-09-01 11:29,81400
2015-09-01 11:29,81400
2015-09-01 11:29,81400
2015-09-01 11:29,81400
2015-09-01 11:29,81400
2015-09-01 11:29,81400
2015-09-01 11:29,81500
2015-09-01 11:29,81500
2015-09-01 11:29,81500
2015-09-01 11:29,81500
2015-09-01 11:29,81600
2015-09-01 11:29,81600
2015-09-01 11:29,81700
2015-09-01 11:29,81700
2015-09-01 11:29,81700
2015-09-01 11:29,81800
2015-09-01 11:29,81800
2015-09-01 11:29,81800
2015-09-01 11:29,81900
2015-09-01 11:29,82000
2015-09-01 11:29,82000
2015-09-01 11:29,82000
2015-09-01 11:30,82100
2015-10-01 11:29,83800
2015-10-01 11:29,83800
2015-10-01 11:29,83800
2015-10-01 11:29,83800
2015-10-01 11:29,83800
2015-10-01 11:29,83800
2015-10-01 11:29,83800
2015-10-01 11:29,83800
2015-10-01 11:29,83800
2015-10-01 11:29,83900
2015-10-01 11:29,83900
2015-10-01 11:29,83900
2015-10-01 11:29,84000
2015-10-01 11:29,84000
2015-10-01 11:29,84000
2015-10-01 11:29,84000
2015-10-01 11:29,84000
2015-10-01 11:29,84100
2015-10-01 11:29,84100
2015-10-01 11:29,84100
2015-10-01 11:29,84100
2015-10-01 11:29,84100
2015-10-01 11:29,84100
2015-10-01 11:29,84100
2015-10-01 11:29,84100
2015-10-01 11:29,84100
2015-10-01 11:29,84100
2015-10-01 11:29,84100
2015-10-01 11:29,84100
2015-10-01 11:29,84100
2015-10-01 11:29,84200
2015-10-01 11:29,84200
2015-10-01 11:29,84200
2015-10-01 11:29,84300
2015-10-01 11:29,84300
2015-10-01 11:29,84300
2015-10-01 11:29,84400
2015-10-01 11:29,84400
2015-10-01 11:29,84400
2015-10-01 11:29,84400
2015-10-01 11:29,84500
2015-10-01 11:29,84500
2015-10-01 11:29,84500
2015-10-01 11:29,84600
2015-10-01 11:29,84600
2015-10-01 11:29,84600
2015-10-01 11:29,84700
2015-10-01 11:29,84700
2015-10-01 11:29,84800
2015-10-01 11:29,84800
2015-10-01 11:29,84900
2015-10-01 11:29,84900
2015-10-01 11:29,85000
2015-10-01 11:29,85000
2015-10-01 11:29,85100
2015-10-01 11:29,85200
2015-10-01 11:29,85200
2015-10-01 11:29,85300
2015-10-01 11:29,85300
2015-10-01 11:29,85300
2015-10-01 11:30,85300
2015-11-01 11:29,83500
2015-11-01 11:29,83500
2015-11-01 11:29,83500
2015-11-01 11:29,83500
2015-11-01 11:29,83500
2015-11-01 11:29,83500
2015-11-01 11:29,83500
2015-11-01 11:29,83500
2015-11-01 11:29,83500
2015-11-01 11:29,83500
2015-11-01 11:29,83500
2015-11-01 11:29,83600
2015-11-01 11:29,83600
2015-11-01 11:29,83600
2015-11-01 11:29,83600
2015-11-01 11:29,83600
2015-11-01 11:29,83600
2015-11-01 11:29,83600
2015-11-01 11:29,83700
2015-11-01 11:29,83700
2015-11-01 11:29,83800
2015-11-01 11:29,83800
2015-11-01 11:29,83800
2015-11-01 11:29,83800
2015-11-01 11:29,83800
2015-11-01 11:29,83800
2015-11-01 11:29,83800
2015-11-01 11:29,83800
2015-11-01 11:29,83800
2015-11-01 11:29,83800
2015-11-01 11:29,83800
2015-11-01 11:29,83800
2015-11-01 11:29,83800
2015-11-01 11:29,83800
2015-11-01 11:29,83800
2015-11-01 11:29,83800
2015-11-01 11:29,83900
2015-11-01 11:29,83900
2015-11-01 11:29,83900
2015-11-01 11:29,83900
2015-11-01 11:29,84000
2015-11-01 11:29,84000
2015-11-01 11:29,84000
2015-11-01 11:29,84100
2015-11-01 11:29,84100
2015-11-01 11:29,84100
2015-11-01 11:29,84100
2015-11-01 11:29,84100
2015-11-01 11:29,84100
2015-11-01 11:29,84100
2015-11-01 11:29,84100
2015-11-01 11:29,84200
2015-11-01 11:29,84200
2015-11-01 11:29,84300
2015-11-01 11:29,84300
2015-11-01 11:29,84300
2015-11-01 11:29,84400
2015-11-01 11:29,84500
2015-11-01 11:29,84500
2015-11-01 11:29,84600
2015-11-01 11:30,84600
2015-12-01 11:29,83500
2015-12-01 11:29,83500
2015-12-01 11:29,83500
2015-12-01 11:29,83500
2015-12-01 11:29,83500
2015-12-01 11:29,83500
2015-12-01 11:29,83500
2015-12-01 11:29,83500
2015-12-01 11:29,83500
2015-12-01 11:29,83500
2015-12-01 11:29,83500
2015-12-01 11:29,83500
2015-12-01 11:29,83500
2015-12-01 11:29,83500
2015-12-01 11:29,83500
2015-12-01 11:29,83500
2015-12-01 11:29,83600
2015-12-01 11:29,83600
2015-12-01 11:29,83600
2015-12-01 11:29,83600
2015-12-01 11:29,83600
2015-12-01 11:29,83600
2015-12-01 11:29,83600
2015-12-01 11:29,83600
2015-12-01 11:29,83700
2015-12-01 11:29,83700
2015-12-01 11:29,83700
2015-12-01 11:29,83800
2015-12-01 11:29,83800
2015-12-01 11:29,83800
2015-12-01 11:29,83800
2015-12-01 11:29,83800
2015-12-01 11:29,83800
2015-12-01 11:29,83800
2015-12-01 11:29,83800
2015-12-01 11:29,83800
2015-12-01 11:29,83800
2015-12-01 11:29,83800
2015-12-01 11:29,83800
2015-12-01 11:29,83800
2015-12-01 11:29,83800
2015-12-01 11:29,83800
2015-12-01 11:29,83800
2015-12-01 11:29,83900
2015-12-01 11:29,83900
2015-12-01 11:29,83900
2015-12-01 11:29,84000
2015-12-01 11:29,84000
2015-12-01 11:29,84000
2015-12-01 11:29,84100
2015-12-01 11:29,84100
2015-12-01 11:29,84100
2015-12-01 11:29,84100
2015-12-01 11:29,84100
2015-12-01 11:29,84200
2015-12-01 11:29,84200
2015-12-01 11:29,84200
2015-12-01 11:29,84300
2015-12-01 11:29,84400
2015-12-01 11:29,84400
2015-12-01 11:30,84500
2016-01-01 11:29,81500
2016-01-01 11:29,81500
2016-01-01 11:29,81500
2016-01-01 11:29,81500
2016-01-01 11:29,81500
2016-01-01 11:29,81500
2016-01-01 11:29,81500
2016-01-01 11:29,81500
2016-01-01 11:29,81500
2016-01-01 11:29,81500
2016-01-01 11:29,81500
2016-01-01 11:29,81500
2016-01-01 11:29,81500
2016-01-01 11:29,81500
2016-01-01 11:29,81500
2016-01-01 11:29,81500
2016-01-01 11:29,81500
2016-01-01 11:29,81500
2016-01-01 11:29,81500
2016-01-01 11:29,81500
2016-01-01 11:29,81600
2016-01-01 11:29,81600
2016-01-01 11:29,81600
2016-01-01 11:29,81600
2016-01-01 11:29,81600
2016-01-01 11:29,81700
2016-01-01 11:29,81700
2016-01-01 11:29,81700
2016-01-01 11:29,81800
2016-01-01 11:29,81800
2016-01-01 11:29,81800
2016-01-01 11:29,81800
2016-01-01 11:29,81800
2016-01-01 11:29,81800
2016-01-01 11:29,81800
2016-01-01 11:29,81800
2016-01-01 11:29,81800
2016-01-01 11:29,81800
2016-01-01 11:29,81800
2016-01-01 11:29,81800
2016-01-01 11:29,81800
2016-01-01 11:29,81800
2016-01-01 11:29,81800
2016-01-01 11:29,81800
2016-01-01 11:29,81900
2016-01-01 11:29,81900
2016-01-01 11:29,81900
2016-01-01 11:29,82000
2016-01-01 11:29,82000
2016-01-01 11:29,82000
2016-01-01 11:29,82100
2016-01-01 11:29,82100
2016-01-01 11:29,82100
2016-01-01 11:29,82100
2016-01-01 11:29,82200
2016-01-01 11:29,82200
2016-01-01 11:29,82200
2016-01-01 11:29,82200
2016-01-01 11:29,82200
2016-01-01 11:29,82200
2016-01-01 11:30,82200
2016-02-01 11:29,81500
2016-02-01 11:29,81500
2016-02-01 11:29,81500
2016-02-01 11:29,81500
2016-02-01 11:29,81500
2016-02-01 11:29,81500
2016-02-01 11:29,81500
2016-02-01 11:29,81600
2016-02-01 11:29,81600
2016-02-01 11:29,81600
2016-02-01 11:29,81700
2016-02-01 11:29,81700
2016-02-01 11:29,81800
2016-02-01 11:29,81800
2016-02-01 11:29,81800
2016-02-01 11:29,81800
2016-02-01 11:29,81800
2016-02-01 11:29,81800
2016-02-01 11:29,81800
2016-02-01 11:29,81800
2016-02-01 11:29,81800
2016-02-01 11:29,81800
2016-02-01 11:29,81800
2016-02-01 11:29,81800
2016-02-01 11:29,81800
2016-02-01 11:29,81800
2016-02-01 11:29,81800
2016-02-01 11:29,81800
2016-02-01 11:29,81800
2016-02-01 11:29,81800
2016-02-01 11:29,81800
2016-02-01 11:29,81900
2016-02-01 11:29,81900
2016-02-01 11:29,82000
2016-02-01 11:29,82000
2016-02-01 11:29,82100
2016-02-01 11:29,82100
2016-02-01 11:29,82100
2016-02-01 11:29,82100
2016-02-01 11:29,82100
2016-02-01 11:29,82200
2016-02-01 11:29,82200
2016-02-01 11:29,82300
2016-02-01 11:29,82300
2016-02-01 11:29,82400
2016-02-01 11:29,82400
2016-02-01 11:29,82500
2016-02-01 11:29,82600
2016-02-01 11:29,82600
2016-02-01 11:29,82700
2016-02-01 11:29,82700
2016-02-01 11:29,82800
2016-02-01 11:29,82900
2016-02-01 11:29,83000
2016-02-01 11:29,83000
2016-02-01 11:29,83000
2016-02-01 11:29,83100
2016-02-01 11:29,83100
2016-02-01 11:29,83200
2016-02-01 11:29,83200
2016-02-01 11:30,83200
2016-03-01 11:29,81500
2016-03-01 11:29,81500
2016-03-01 11:29,81500
2016-03-01 11:29,81500
2016-03-01 11:29,81500
2016-03-01 11:29,81500
2016-03-01 11:29,81600
2016-03-01 11:29,81600
2016-03-01 11:29,81600
2016-03-01 11:29,81700
2016-03-01 11:29,81700
2016-03-01 11:29,81800
2016-03-01 11:29,81800
2016-03-01 11:29,81800
2016-03-01 11:29,81800
2016-03-01 11:29,81800
2016-03-01 11:29,81800
2016-03-01 11:29,81800
2016-03-01 11:29,81800
2016-03-01 11:29,81800
2016-03-01 11:29,81800
2016-03-01 11:29,81800
2016-03-01 11:29,81800
2016-03-01 11:29,81800
2016-03-01 11:29,81800
2016-03-01 11:29,81800
2016-03-01 11:29,81800
2016-03-01 11:29,81800
2016-03-01 11:29,81800
2016-03-01 11:29,81800
2016-03-01 11:29,81800
2016-03-01 11:29,81900
2016-03-01 11:29,81900
2016-03-01 11:29,82000
2016-03-01 11:29,82000
2016-03-01 11:29,82100
2016-03-01 11:29,82100
2016-03-01 11:29,82100
2016-03-01 11:29,82100
2016-03-01 11:29,82100
2016-03-01 11:29,82100
2016-03-01 11:29,82100
2016-03-01 11:29,82200
2016-03-01 11:29,82200
2016-03-01 11:29,82200
2016-03-01 11:29,82300
2016-03-01 11:29,82400
2016-03-01 11:29,82400
2016-03-01 11:29,82500
2016-03-01 11:29,82500
2016-03-01 11:29,82600
2016-03-01 11:29,82700
2016-03-01 11:29,82800
2016-03-01 11:29,82800
2016-03-01 11:29,82900
2016-03-01 11:29,83000
2016-03-01 11:29,83000
2016-03-01 11:29,83000
2016-03-01 11:29,83000
2016-03-01 11:29,83100
2016-03-01 11:30,83100
2016-04-01 11:29,83700
2016-04-01 11:29,83700
2016-04-01 11:29,83700
2016-04-01 11:29,83700
2016-04-01 11:29,83700
2016-04-01 11:29,83700
2016-04-01 11:29,83700
2016-04-01 11:29,83700
2016-04-01 11:29,83700
2016-04-01 11:29,83700
2016-04-01 11:29,83700
2016-04-01 11:29,83700
2016-04-01 11:29,83700
2016-04-01 11:29,83700
2016-04-01 11:29,83800
2016-04-01 11:29,83800
2016-04-01 11:29,83800
2016-04-01 11:29,83900
2016-04-01 11:29,83900
2016-04-01 11:29,83900
2016-04-01 11:29,83900
2016-04-01 11:29,84000
2016-04-01 11:29,84000
2016-04-01 11:29,84000
2016-04-01 11:29,84000
2016-04-01 11:29,84000
2016-04-01 11:29,84000
2016-04-01 11:29,84000
2016-04-01 11:29,84000
2016-04-01 11:29,84000
2016-04-01 11:29,84000
2016-04-01 11:29,84000
2016-04-01 11:29,84000
2016-04-01 11:29,84000
2016-04-01 11:29,84000
2016-04-01 11:29,84000
2016-04-01 11:29,84000
2016-04-01 11:29,84000
2016-04-01 11:29,84000
2016-04-01 11:29,84100
2016-04-01 11:29,84100
2016-04-01 11:29,84200
2016-04-01 11:29,84200
2016-04-01 11:29,84300
2016-04-01 11:29,84300
2016-04-01 11:29,84300
2016-04-01 11:29,84300
2016-04-01 11:29,84400
2016-04-01 11:29,84400
2016-04-01 11:29,84400
2016-04-01 11:29,84500
2016-04-01 11:29,84500
2016-04-01 11:29,84500
2016-04-01 11:29,84600
2016-04-01 11:29,84600
2016-04-01 11:29,84700
2016-04-01 11:29,84800
2016-04-01 11:29,84800
2016-04-01 11:29,84900
2016-04-01 11:29,85000
2016-04-01 11:30,85100
2016-05-01 11:29,83700
2016-05-01 11:29,83700
2016-05-01 11:29,83700
2016-05-01 11:29,83700
2016-05-01 11:29,83700
2016-05-01 11:29,83700
2016-05-01 11:29,83700
2016-05-01 11:29,83700
2016-05-01 11:29,83700
2016-05-01 11:29,83700
2016-05-01 11:29,83700
2016-05-01 11:29,83700
2016-05-01 11:29,83700
2016-05-01 11:29,83700
2016-05-01 11:29,83700
2016-05-01 11:29,83700
2016-05-01 11:29,83700
2016-05-01 11:29,83800
2016-05-01 11:29,83800
2016-05-01 11:29,83800
2016-05-01 11:29,83800
2016-05-01 11:29,83800
2016-05-01 11:29,83900
2016-05-01 11:29,83900
2016-05-01 11:29,83900
2016-05-01 11:29,84000
2016-05-01 11:29,84000
2016-05-01 11:29,84000
2016-05-01 11:29,84000
2016-05-01 11:29,84000
2016-05-01 11:29,84000
2016-05-01 11:29,84000
2016-05-01 11:29,84000
2016-05-01 11:29,84000
2016-05-01 11:29,84000
2016-05-01 11:29,84000
2016-05-01 11:29,84000
2016-05-01 11:29,84000
2016-05-01 11:29,84000
2016-05-01 11:29,84000
2016-05-01 11:29,84000
2016-05-01 11:29,84000
2016-05-01 11:29,84000
2016-05-01 11:29,84000
2016-05-01 11:29,84100
2016-05-01 11:29,84100
2016-05-01 11:29,84200
2016-05-01 11:29,84300
2016-05-01 11:29,84300
2016-05-01 11:29,84300
2016-05-01 11:29,84400
2016-05-01 11:29,84400
2016-05-01 11:29,84400
2016-05-01 11:29,84500
2016-05-01 11:29,84500
2016-05-01 11:29,84600
2016-05-01 11:29,84700
2016-05-01 11:29,84800
2016-05-01 11:29,84900
2016-05-01 11:29,84900
2016-05-01 11:30,85000
2016-06-01 11:29,83500
2016-06-01 11:29,83500
2016-06-01 11:29,83500
2016-06-01 11:29,83500
2016-06-01 11:29,83500
2016-06-01 11:29,83500
2016-06-01 11:29,83600
2016-06-01 11:29,83600
2016-06-01 11:29,83600
2016-06-01 11:29,83700
2016-06-01 11:29,83700
2016-06-01 11:29,83700
2016-06-01 11:29,83700
2016-06-01 11:29,83700
2016-06-01 11:29,83700
2016-06-01 11:29,83700
2016-06-01 11:29,83700
2016-06-01 11:29,83700
2016-06-01 11:29,83700
2016-06-01 11:29,83700
2016-06-01 11:29,83700
2016-06-01 11:29,83800
2016-06-01 11:29,83800
2016-06-01 11:29,83800
2016-06-01 11:29,83800
2016-06-01 11:29,83800
2016-06-01 11:29,83800
2016-06-01 11:29,83800
2016-06-01 11:29,83800
2016-06-01 11:29,83800
2016-06-01 11:29,83800
2016-06-01 11:29,83800
2016-06-01 11:29,83800
2016-06-01 11:29,83800
2016-06-01 11:29,83900
2016-06-01 11:29,83900
2016-06-01 11:29,84000
2016-06-01 11:29,84000
2016-06-01 11:29,84000
2016-06-01 11:29,84000
2016-06-01 11:29,84000
2016-06-01 11:29,84000
2016-06-01 11:29,84000
2016-06-01 11:29,84100
2016-06-01 11:29,84100
2016-06-01 11:29,84100
2016-06-01 11:29,84100
2016-06-01 11:29,84100
2016-06-01 11:29,84100
2016-06-01 11:29,84100
2016-06-01 11:29,84100
2016-06-01 11:29,84100
2016-06-01 11:29,84100
2016-06-01 11:29,84200
2016-06-01 11:29,84200
2016-06-01 11:29,84200
2016-06-01 11:29,84300
2016-06-01 11:29,84300
2016-06-01 11:29,84300
2016-06-01 11:29,84300
2016-06-01 11:30,84400
2016-07-01 11:29,85400
2016-07-01 11:29,85400
2016-07-01 11:29,85400
2016-07-01 11:29,85400
2016-07-01 11:29,85400
2016-07-01 11:29,85400
2016-07-01 11:29,85400
2016-07-01 11:29,85400
2016-07-01 11:29,85400
2016-07-01 11:29,85500
2016-07-01 11:29,85500
2016-07-01 11:29,85600
2016-07-01 11:29,85700
2016-07-01 11:29,85700
2016-07-01 11:29,85700
2016-07-01 11:29,85700
2016-07-01 11:29,85700
2016-07-01 11:29,85700
2016-07-01 11:29,85700
2016-07-01 11:29,85700
2016-07-01 11:29,85700
2016-07-01 11:29,85700
2016-07-01 11:29,85700
2016-07-01 11:29,85700
2016-07-01 11:29,85700
2016-07-01 11:29,85700
2016-07-01 11:29,85700
2016-07-01 11:29,85700
2016-07-01 11:29,85700
2016-07-01 11:29,85700
2016-07-01 11:29,85700
2016-07-01 11:29,85700
2016-07-01 11:29,85800
2016-07-01 11:29,85800
2016-07-01 11:29,85800
2016-07-01 11:29,85900
2016-07-01 11:29,85900
2016-07-01 11:29,86000
2016-07-01 11:29,86000
2016-07-01 11:29,86000
2016-07-01 11:29,86100
2016-07-01 11:29,86100
2016-07-01 11:29,86200
2016-07-01 11:29,86300
2016-07-01 11:29,86300
2016-07-01 11:29,86300
2016-07-01 11:29,86400
2016-07-01 11:29,86500
2016-07-01 11:29,86500
2016-07-01 11:29,86600
2016-07-01 11:29,86600
2016-07-01 11:29,86600
2016-07-01 11:29,86700
2016-07-01 11:29,86800
2016-07-01 11:29,86900
2016-07-01 11:29,86900
2016-07-01 11:29,87000
2016-07-01 11:29,87100
2016-07-01 11:29,87100
2016-07-01 11:29,87200
2016-07-01 11:30,87200
2016-08-01 11:29,85400
2016-08-01 11:29,85400
2016-08-01 11:29,85400
2016-08-01 11:29,85400
2016-08-01 11:29,85400
2016-08-01 11:29,85400
2016-08-01 11:29,85400
2016-08-01 11:29,85400
2016-08-01 11:29,85400
2016-08-01 11:29,85400
2016-08-01 11:29,85400
2016-08-01 11:29,85400
2016-08-01 11:29,85400
2016-08-01 11:29,85400
2016-08-01 11:29,85400
2016-08-01 11:29,85500
2016-08-01 11:29,85500
2016-08-01 11:29,85600
2016-08-01 11:29,85600
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85700
2016-08-01 11:29,85800
2016-08-01 11:29,85800
2016-08-01 11:29,85900
2016-08-01 11:29,86000
2016-08-01 11:29,86000
2016-08-01 11:29,86100
2016-08-01 11:29,86200
2016-08-01 11:29,86200
2016-08-01 11:29,86200
2016-08-01 11:29,86300
2016-08-01 11:29,86300
2016-08-01 11:29,86300
2016-08-01 11:29,86300
2016-08-01 11:29,86400
2016-08-01 11:29,86400
2016-08-01 11:29,86500
2016-08-01 11:29,86600
2016-08-01 11:29,86700
2016-08-01 11:29,86800
2016-08-01 11:30,86900
2016-09-01 11:29,85100
2016-09-01 11:29,85100
2016-09-01 11:29,85100
2016-09-01 11:29,85100
2016-09-01 11:29,85100
2016-09-01 11:29,85100
2016-09-01 11:29,85200
2016-09-01 11:29,85200
2016-09-01 11:29,85200
2016-09-01 11:29,85300
2016-09-01 11:29,85300
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85400
2016-09-01 11:29,85500
2016-09-01 11:29,85600
2016-09-01 11:29,85700
2016-09-01 11:29,85700
2016-09-01 11:29,85900
2016-09-01 11:29,85900
2016-09-01 11:29,85900
2016-09-01 11:29,85900
2016-09-01 11:29,86000
2016-09-01 11:29,86000
2016-09-01 11:29,86000
2016-09-01 11:29,86000
2016-09-01 11:29,86100
2016-09-01 11:29,86200
2016-09-01 11:29,86200
2016-09-01 11:29,86300
2016-09-01 11:30,86500
2016-10-01 11:29,87200
2016-10-01 11:29,87200
2016-10-01 11:29,87200
2016-10-01 11:29,87200
2016-10-01 11:29,87200
2016-10-01 11:29,87200
2016-10-01 11:29,87200
2016-10-01 11:29,87200
2016-10-01 11:29,87300
2016-10-01 11:29,87300
2016-10-01 11:29,87300
2016-10-01 11:29,87400
2016-10-01 11:29,87400
2016-10-01 11:29,87400
2016-10-01 11:29,87400
2016-10-01 11:29,87400
2016-10-01 11:29,87400
2016-10-01 11:29,87400
2016-10-01 11:29,87400
2016-10-01 11:29,87400
2016-10-01 11:29,87400
2016-10-01 11:29,87400
2016-10-01 11:29,87400
